canonical_id,title,author,orig_year,publication_year,description,source_flag,n_voters
K:9a0ea9d7f91e,The Professor's House,Willa Cather,1925,1925,"Godfrey St. Peter, a history professor in a Midwestern lake town, finishes his life's work and moves to a new house but clings to his cramped old study, dwelling on his late student Tom Outland, who discovered cliff dwellings on a New Mexico mesa. A novel about middle age, memory, and disillusionment, structured around Tom Outland's inset narrative.",Wikipedia,2
OL:OL1846845W,The Poisonwood Bible,Barbara Kingsolver,1998,1998,"Nathan Price, a Baptist missionary, drags his wife and four daughters to the Belgian Congo in 1959, where the family unravels amid disease, famine, and the violent birth of independent Zaire, narrated in turn by the mother and daughters. A novel about colonialism, faith, and an American family's reckoning with Africa.",Wikipedia,2
K:a54fc089b816,Stories of Mavis Gallant,Mavis Gallant,,1996,"Across dozens of stories, expatriates, exiles, and displaced Europeans navigate hotels, rented rooms, and uneasy marriages in postwar Paris, Montreal, and the Riviera. A collection by a Canadian writer long resident in France, known for its precise observation and detached irony.","FLAG: collection title ambiguous; grounded on author's Collected/Selected Stories (1996), no EN Wikipedia page for this exact title",2
OL:OL39108W,The Secret Agent,Joseph Conrad,1907,1907,"Adolf Verloc, a London shopkeeper and secret agent for a foreign embassy, is pressured to bomb the Greenwich Observatory and enlists his slow-witted brother-in-law Stevie, with disastrous consequences for his family. A novel about anarchists, espionage, and domestic tragedy, based loosely on the 1894 Greenwich bombing.",Wikipedia,2
OL:OL1855944W,Atonement,Ian McEwan,2001,2001,"In 1935 England, thirteen-year-old Briony Tallis misreads a moment between her sister Cecilia and Robbie Turner and accuses him of a crime he did not commit, an error whose consequences follow all three through World War II. A novel about guilt, imagination, and the limits of fiction's atonement.",Wikipedia,2
OL:OL275946W,Black Boy,Richard Wright,1945,1945,"Growing up poor and Black in the Jim Crow South, the young narrator endures hunger, family violence, and constant racial humiliation before fleeing to Chicago, where he begins to read, write, and briefly joins the Communist Party. An autobiography tracing the author's childhood and youth.",Wikipedia,2
K:3c196dac60d1,The stories of Andre Dubus,Andre Dubus,,1988,"Across twenty-three stories, working-class men and women in mill towns and military bases of New England confront marriage, divorce, faith, and violence in ordinary American lives. A collection by a writer known for his Catholic sensibility and compassion for troubled, unremarkable people.","FLAG: collection title ambiguous; grounded on author's Selected Stories (1988), no EN Wikipedia page for this exact title",2
K:3b31f95c4a6f,Mildred Pierce,James M. Cain,1941,1941,"In Depression-era Glendale, California, Mildred Pierce leaves her unfaithful husband and builds a chain of restaurants to support her two daughters, lavishing everything on the cold, ambitious Veda, who repays her with contempt. A novel about maternal sacrifice, class striving, and a destructive mother-daughter bond.",Wikipedia,2
OL:OL14858723W,A Prayer for Owen Meany,John Irving,1989,1989,"In a New Hampshire town, the diminutive, strange-voiced Owen Meany hits a foul ball that kills his best friend John's mother and grows up convinced he is God's instrument, moving toward a fate he believes he has foreseen. A novel about faith, doubt, friendship, and predestination.",Wikipedia,2
K:1deae2d6a81c,Tropic of Cancer,Henry Miller,1934,1934,"A struggling American writer scrapes by in 1930s Paris, drifting among friends, prostitutes, and odd jobs while recording his hungers, squalor, and exhilaration in frank, fragmentary episodes. A semi-autobiographical novel whose sexual explicitness led to long obscenity bans in the United States.",Wikipedia,2
K:c539f3784713,The Life of Pi,Yann Martel,2001,2001,"After a shipwreck sinks his family's cargo ship, sixteen-year-old Pi Patel survives 227 days adrift in the Pacific in a lifeboat shared with a Bengal tiger named Richard Parker. A novel about survival, religion, and storytelling, ending with two competing accounts of his ordeal.",Wikipedia,2
K:fed4131b3954,Doctor Faustus,Thomas Mann,1947,1947,"Narrated by his devoted friend Serenus Zeitblom in wartime Germany, the brilliant composer Adrian Leverkühn deliberately contracts syphilis and strikes a Faustian bargain for years of creative genius before madness overtakes him. A novel that reworks the Faust legend as an allegory of Germany's descent into Nazism.",Wikipedia,2
K:9b18dd743820,The Mayor of Casterbridge,Thomas Hardy,1886,1886,"In a fit of drunkenness at a country fair, Michael Henchard sells his wife and daughter, then reforms and rises to become mayor of the Wessex town of Casterbridge, until the past returns to undo him. A novel about pride, fate, and a self-made man's downfall.",Wikipedia,2
OL:OL1326328W,The Black Prince,Iris Murdoch,1973,1973,"Bradley Pearson, a blocked London writer in his late fifties, falls obsessively in love with the young daughter of his rival Arnold Baffin, and the affair drives him toward a murder charge. A novel framed by competing forewords and postscripts that cast doubt on its narrator.",Wikipedia,2
OL:OL506115W,Seize the Day,Saul Bellow,1956,1956,"Over a single day in a New York hotel, the unemployed, divorcing Tommy Wilhelm seeks help from his cold physician father and gambles his last savings on the commodities market through the dubious Dr. Tamkin. A novella about failure, self-deception, and a man at the end of his resources.",Wikipedia,2
OL:OL847902W,I Served the King of England,Bohumil Hrabal,1971,1971,"The diminutive Ditě recounts his rise from hotel busboy to waiter to wealthy hotelier in mid-century Czechoslovakia, marrying a German woman as the Nazis invade and losing everything under communism before retreating to solitude. A picaresque novel about ambition, complicity, and Czech history.",Wikipedia,2
K:0ed1a323eb37,The Marquise of O— and Other Stories,Heinrich von Kleist,,1808,"A widowed Italian noblewoman, finding herself inexplicably pregnant, advertises for the unknown father to come forward and marry her, in the title novella that anchors a collection of eight tales of violence, justice, and the uncanny. A set of novellas including the long story Michael Kohlhaas.",Wikipedia,2
OL:OL98585W,The Custom of the Country,Edith Wharton,1913,1913,"Undine Spragg, a beautiful and ruthless midwestern social climber, arrives in New York and marries her way upward through a series of husbands and divorces in pursuit of wealth and status. A satirical novel of manners about American materialism and the marriage market.",Wikipedia,2
K:58e8ae773c4c,A Midsummer Night’s Dream,William Shakespeare,1595,1595,"In and around Athens, four young lovers flee into a forest where a mischievous fairy's love potion scrambles their affections, while a troupe of amateur actors rehearses a play and the fairy king and queen quarrel. A comedy interweaving lovers, fairies, and tradesmen on a midsummer night.",Wikipedia,2
K:fbee4c090e26,Stones for Ibarra,Harriet Doerr,1984,1984,"Richard and Sara Everton leave California for the Mexican village of Ibarra to reopen a copper mine once run by Richard's grandfather, only to learn that Richard has a terminal illness as they slowly enter village life. A novel told in linked vignettes about an American couple among Mexican neighbors.",Wikipedia,2
K:028967a6b1e9,Alias Grace,Margaret Atwood,1996,1996,"In nineteenth-century Canada, the imprisoned servant Grace Marks, convicted of two murders, recounts her life to a young doctor investigating whether she is guilty, insane, or wrongly condemned. A novel based on a real 1843 Canadian murder case.",Wikipedia,2
OL:OL1863530W,Lucky Jim,Kingsley Amis,1954,1954,"Jim Dixon, a bored, resentful junior lecturer at a provincial English university, blunders through faculty politics, a tiresome senior professor, and a clinging colleague while pining for another man's girlfriend. A comic novel satirizing postwar British academic life.",Wikipedia,2
K:096e7d480771,The Once and Future King,T.H. White,1958,1938,"The young Arthur, called Wart, is tutored by the wizard Merlyn, draws the sword from the stone, and becomes King Arthur, founding the Round Table before his realm collapses through Lancelot's love for Guenever and Mordred's treachery. A retelling of the Arthurian legend drawn from Malory.",Wikipedia,2
OL:OL5703422W,Jonathan Strange & Mr. Norrell,Susanna Clarke,2004,2004,"In an alternate Napoleonic-era England where magic has faded into theory, the reclusive Gilbert Norrell revives practical magic and takes the bold Jonathan Strange as a pupil, until their rivalry and a malevolent fairy lead them into ruin. A novel about English magic, presented with extensive mock-scholarly footnotes.",Wikipedia,2
OL:OL43037384W,A Suitable Boy,Vikram Seth,1993,1993,"In early-1950s newly independent India, Mrs. Rupa Mehra searches for a husband for her student daughter Lata, whose three suitors and four interlinked families play out against politics, land reform, and Hindu-Muslim tension. A long family saga centered on a young woman's marriage choice.",Wikipedia,2
OL:OL498434W,The Castle,Franz Kafka,1926,1926,"A land surveyor known only as K. arrives in a village beneath a castle that has supposedly summoned him, then struggles endlessly against an impenetrable bureaucracy that denies him access to the authorities he serves. An unfinished novel about alienation and inscrutable power.",Wikipedia,2
K:0bcd22fa5600,Hedda Gabler,Henrik Ibsen,1890,1890,"Newly married and already bored, the general's daughter Hedda Tesman manipulates the lives around her, destroying a former suitor's manuscript and pushing him toward suicide before turning a pistol on herself. A four-act play about a trapped, destructive woman.",Wikipedia,2
OL:OL47266W,The Maltese Falcon,Dashiell Hammett,1930,1930,"San Francisco detective Sam Spade takes a case that leaves his partner dead and entangles him with a lying client, a band of crooks, and the hunt for a jewel-encrusted falcon statuette. A hardboiled detective novel that helped define the genre.",Wikipedia,2
K:79eacb04d3c3,London Fields,Martin Amis,1989,1989,"In a near-future London awaiting catastrophe, the femme fatale Nicola Six foresees her own murder and maneuvers two men, the brutish Keith Talent and the wealthy Guy Clinch, toward it, observed by a dying narrator. A novel narrated by a writer who chronicles the plot's unfolding.",Wikipedia,2
K:5ea8a38b90a2,The Raj Quartet,Paul Scott,,1966,"Across four novels spanning 1942 to 1947, British officials, soldiers, and Indians live through the final years of the Raj, the story turning on the rape of an Englishwoman and its long aftermath. A tetralogy about the end of British rule in India.",Wikipedia,2
OL:OL798425W,The Time of the Doves,Mercè Rodoreda,1962,1962,"In Barcelona before and during the Spanish Civil War, a young woman called Natalia, nicknamed Colometa, marries the domineering Quimet, raises children amid poverty and his obsession with breeding doves, and struggles to survive after he goes to war. A novel narrated in the first person by an ordinary working woman.",Wikipedia,2
OL:OL120601W,Two Serious Ladies,Jane Bowles,1943,1943,"Two wealthy women, the eccentric Christina Goering and Mrs. Frieda Copperfield, drift away from respectable life into bars, brothels, and strange entanglements, Copperfield in Panama and Goering among odd men, before meeting again. A modernist novel about two women's pursuit of salvation through dissolution.",Wikipedia,2
OL:OL17081245W,Those Who Leave and Those Who Stay,Elena Ferrante,2014,2013,"Now grown, Lila works as a laborer in Naples after leaving her husband while Elena earns a degree, publishes a novel, and enters educated society, their friendship straining across the political upheavals of the late 1960s and 1970s. The third of the four Neapolitan Novels.",Wikipedia,2
K:b21d24bb8eed,Either/Or: A Fragment of Life,Soren Kierkegaard,1843,1843,"Under the pseudonymous editorship of Victor Eremita, papers by an unnamed aesthete known only as ""A"" set out a pleasure-seeking way of life, while two long letters from Judge William argue for ethical commitment and marriage. A two-volume philosophical work that contrasts the aesthetic and ethical modes of existence and includes the ""Diary of a Seducer.""",Wikipedia,2
OL:OL19667678W,Wise Blood,Flannery O'Connor,1952,1952,"Hazel Motes returns from the war to Tennessee, moves to the city of Taulkinham, and preaches a ""Church Without Christ"" from the hood of his car, drawing in the museum-obsessed Enoch Emery and the fraudulent blind preacher Asa Hawks. A Southern Gothic novel about faith, doubt, and self-destruction.",Wikipedia,2
OL:OL32195W,House of Leaves,Mark Z. Danielewski,2000,2000,"Johnny Truant finds a dead man's manuscript analyzing a documentary film about Will Navidson's house on Ash Tree Lane, which proves larger inside than out and contains a shifting, impossible labyrinth. A novel told through nested narrators, footnotes, and unconventional page layouts and typography.",Wikipedia,2
OL:OL118984W,Nana,Émile Zola,1880,1880,"Anna ""Nana"" Coupeau rises from streetwalker to celebrated courtesan in the Paris of the Second Empire, ruining the rich and powerful men who pursue her before smallpox ends her life. The ninth novel in the Rougon-Macquart series, depicting prostitution and moral decay in 1860s France.",Wikipedia,2
OL:OL505439W,Under the Volcano,Malcolm Lowry,1947,1947,"Geoffrey Firmin, an alcoholic former British consul in the Mexican town of Quauhnahuac, drinks through the Day of the Dead in November 1938 as his estranged wife Yvonne and half-brother Hugh try to save him. A novel set across a single day, known for its dense symbolism and stream-of-consciousness style.",Wikipedia,2
OL:OL74676W,Portnoy's Complaint,Philip Roth,1969,1969,"Alexander Portnoy, a sexually frustrated young Jewish man, pours out his life to his psychoanalyst Dr. Spielvogel, recounting his domineering mother, his guilt, and his compulsive erotic escapades. A monologue novel that drew controversy for its explicit and comic treatment of sexuality.",Wikipedia,2
OL:OL16547664W,Bring up the Bodies,Hilary Mantel,,2012,"In 1535, Thomas Cromwell serves Henry VIII as the king tires of Anne Boleyn and turns toward Jane Seymour, and Cromwell engineers the queen's arrest, trial, and execution for adultery and treason. The second book in the Wolf Hall trilogy, which won the Booker Prize.",Wikipedia,2
OL:OL18020255W,Nora Webster,Colm Tóibín,,2014,"In County Wexford in the late 1960s, Nora Webster is left a widow with four children after her husband's death and must return to work, manage her grief, and slowly rebuild an independent life. A novel about a widow's recovery in a small Irish town.",Wikipedia,2
OL:OL26496349W,Tamarisk Row,Gerald Murnane,,1974,"In a country town in 1940s Victoria, Clement Killeaton grows up amid his father's gambling debts and his mother's piety, channeling his world into an imagined horse-racing game played in the backyard dust. A debut novel built from long single-paragraph sections, drawn from a Catholic childhood.",Wikipedia,2
OL:OL23020966W,Small Things Like These,Claire Keegan,,2021,"Bill Furlong, a coal and timber merchant in the Irish town of New Ross in December 1985, discovers a mistreated young woman while delivering to the local convent and confronts the town's silence about the Magdalene laundry. A novella based on the history of Ireland's Magdalene laundries.",Wikipedia,2
OL:OL1308096W,Suite Française,Irène Némirovsky,,2004,"In ""Storm in June,"" Parisians flee the city ahead of the advancing German army in 1940, and in ""Dolce,"" a French village lives under German occupation as a local woman is drawn to a billeted officer. Two completed parts of a planned five-part sequence, written during the war and published decades after the author's death at Auschwitz.",Wikipedia,2
OL:OL24598751W,One Thousand and One Nights,Anonymous,,c. 8th–14th centuries,"To delay her own execution, Scheherazade tells King Shahryar a chain of unfinished stories night after night, weaving together tales of merchants, genies, sailors, and caliphs across a thousand and one nights. A collection of Middle Eastern and South Asian folk tales compiled in Arabic during the Islamic Golden Age.",Wikipedia,2
OL:OL8640095W,Pather Panchali,Bibhutibhushan Bandopadhyay,,1929,"In a poor Bengali village, the Roy family struggles to survive as the priest Harihar dreams of better work and his children Apu and Durga roam the countryside, until loss drives the family to leave for Benaras. A coming-of-age novel of rural Bengal, first serialized in 1928.",Wikipedia,2
OL:OL59798W,A Wizard of Earthsea,Ursula K. Le Guin,,1968,"On the island of Gont, a gifted boy named Ged trains as a wizard, but his pride looses a deadly shadow that pursues him across the archipelago of Earthsea until he turns to face it. A fantasy novel of magic and self-knowledge, first in the Earthsea series.",Wikipedia,2
OL:OL35730490W,The Dark Is Rising,Susan Cooper,,1973,"On his eleventh birthday at the winter solstice, Will Stanton learns he is the last of the Old Ones and must gather six Signs of Power to help the Light hold off the rising Dark. A children's fantasy novel steeped in British folklore, second in The Dark Is Rising Sequence.",Wikipedia,2
OL:OL28988W,Northern Lights,Philip Pullman,,1995,"Lyra Belacqua, a girl raised at Oxford's Jordan College in a world where each person's soul takes animal form as a daemon, journeys to the Arctic to rescue children abducted for sinister experiments. The first book in the His Dark Materials trilogy, published as The Golden Compass in North America.",Wikipedia,2
OL:OL4321141W,The Secret History,Donna Tartt,,1992,"Richard Papen joins a select group of classics students under Professor Julian Morrow at Hampden College in Vermont, and after a Greek ritual leads to a death, the group murders their classmate Bunny Corcoran to protect their secret. An inverted detective story narrated years after the crime.",Wikipedia,2
OL:OL16032925W,The Buddha of Suburbia,Hanif Kureishi,,1990,"Karim Amir, a mixed-race teenager in 1970s suburban South London, follows his father Haroon, who becomes a fashionable guru, into the city's worlds of theatre, sex, and shifting identities. A coming-of-age novel about race, class, and belonging in England.",Wikipedia,2
OL:OL16607777W,Nw,Zadie Smith,,2012,"In a working-class corner of northwest London, four people raised on the same council estate, including Leah Hanwell and the barrister Natalie Blake, navigate adulthood as one of them is killed in a street robbery. A novel told through shifting narrative styles and perspectives.",Wikipedia,2
OL:OL17202418W,Station Eleven,Emily St. John Mandel,,2014,"A flu pandemic kills most of the world's population the night actor Arthur Leander dies onstage, and twenty years later a young actress named Kirsten travels the Great Lakes region with a troupe performing Shakespeare. A novel that moves between the time before and after the collapse.",Wikipedia,2
OL:OL88877W,Maurice,E. M. Forster,,1971,"Maurice Hall falls in love with the aristocratic Clive Durham at Cambridge, but after Clive marries a woman, Maurice finds a lasting relationship with the gamekeeper Alec Scudder. A novel of same-sex love in early twentieth-century England, written around 1913 and published after the author's death.",Wikipedia,2
OL:OL27052926W,Demon Copperhead,Barbara Kingsolver,,2022,"Born to a teenage mother in a trailer in the Appalachian mountains of Virginia, the red-haired boy nicknamed Demon Copperhead recounts his passage through foster care, child labor, football, and opioid addiction. A novel reworking David Copperfield in present-day Appalachia, a co-winner of the Pulitzer Prize.",Wikipedia,2
OL:OL1835957W,Fun Home,Alison Bechdel,,2006,"Alison Bechdel recounts her childhood in rural Pennsylvania with her father Bruce, a funeral director and English teacher who hid his homosexuality, and her own coming out as a lesbian shortly before his death. A graphic memoir about family, sexuality, and literature.",Wikipedia,2
OL:OL573193W,Hunger,Knut Hamsun,,1890,"A starving young writer wanders the streets of Kristiania, unable to pay his rent or sell his articles, his hunger driving him toward erratic behavior and delusion. An early psychological novel that follows its narrator's deteriorating mind.",Wikipedia,2
OL:OL21784995W,If on a Winter's Night a Traveller,Italo Calvino,,1979,"A Reader buys the new novel only to find it defective, and his attempts to obtain the complete text lead through ten opening chapters of different unfinished books and into a conspiracy involving a fraudulent translator. A novel addressed in the second person, alternating frame chapters with the openings of invented works.",Wikipedia,2
OL:OL3942386W,Palm-Wine Drinkard,Amos Tutuola,,1952,"A man devoted to palm-wine follows his dead tapster into the land of the dead, passing through forests, towns, and encounters with spirits and strange creatures before returning home with a magic egg. A novel based on Yoruba folktales, written in a nonstandard English.",Wikipedia,2
OL:OL712025W,2666,Roberto Bolaño,,2004,"Across five linked parts, European critics search for a reclusive German author, a professor and his daughter settle in the Mexican border city of Santa Teresa, and hundreds of women are murdered there as the killings go unsolved. A long posthumous novel centered on violence against women on the Mexican border.",Wikipedia,2
OL:OL77746W,Anne of Green Gables,Lucy Maud Montgomery,,1908,"Orphan Anne Shirley is mistakenly sent to the elderly siblings Marilla and Matthew Cuthbert at their farm Green Gables on Prince Edward Island, where her imagination and temper reshape the household and the village of Avonlea. A coming-of-age novel and the first in a series.",Wikipedia,2
OL:OL17616758W,The Sellout,Paul Beatty,,2015,"A Black man known as ""Bonbon"" farms on the outskirts of Los Angeles in the vanished town of Dickens, and to put it back on the map he reinstates segregation and takes on an aging former child actor as his slave, eventually facing the Supreme Court. A satirical novel about race in America that won the Booker Prize.",Wikipedia,2
OL:OL53071W,The English Patient,Michael Ondaatje,,1992,"In a bombed Italian villa near the end of World War II, the nurse Hana cares for a badly burned, unidentified man whose memories return to a doomed desert love affair, while the thief Caravaggio and the sapper Kip join them. A novel told out of sequence, joint winner of the Booker Prize.",Wikipedia,2
OL:OL115647W,Possession,A. S. Byatt,,1990,"Scholars Roland Michell and Maud Bailey uncover a hidden love affair between the Victorian poets Randolph Henry Ash and Christabel LaMotte, and their research draws them together in the present. A novel set in two time periods that won the Booker Prize.",Wikipedia,2
OL:OL464517W,A Place of Greater Safety,Hilary Mantel,,1992,"From childhood through the Terror, Georges Danton, Camille Desmoulins, and Maximilien Robespierre rise through the French Revolution until their friendship breaks and Danton and Desmoulins are sent to the guillotine in 1794. A historical novel of the Revolution told from many viewpoints.",Wikipedia,2
OL:OL25451958W,Eugene Onegin,Alexander Pushkin,,1833,"Eugene Onegin, a bored St. Petersburg dandy, retreats to a country estate, rejects the love of Tatyana Larina, kills his friend Lensky in a duel, and later finds Tatyana married and unattainable. A novel in verse written almost entirely in fourteen-line stanzas.",Wikipedia,2
OL:OL81295W,Sons and Lovers,D. H. Lawrence,,1913,"In a Nottinghamshire mining town, Gertrude Morel turns away from her coarse collier husband and pours her love into her sons, and her son Paul grows up torn between his devotion to her and his relationships with Miriam and Clara. A semi-autobiographical novel about a mother's possessive bond and a young man's struggle to find independence.",Wikipedia,2
OL:OL20893680W,Piranesi,Susanna Clarke,,2020,"Piranesi lives alone in a vast labyrinthine House of endless halls filled with statues and flooded by tides, keeping careful journals and meeting only a man he calls the Other, until clues suggest the House holds another person and a hidden truth about who he is. A novel that gradually reveals the mystery of its narrator's identity and imprisonment.",Wikipedia,2
OL:OL482454W,Cloud Atlas,David Mitchell,,2004,"Six nested stories span the South Pacific in the 1850s to a post-apocalyptic future, ranging from a notary's journal and a composer's letters to a present-day publisher's mishaps and a clone's testimony, each interrupted midway and later resumed. A novel built from interlocking narratives across centuries that share recurring motifs and a birthmark.",Wikipedia,2
OL:OL16805415W,Americanah,Chimamanda Ngozi Adichie,,2013,"Ifemelu leaves Nigeria to study in the United States, where she starts a popular blog about race, while her teenage love Obinze becomes an undocumented immigrant in London, and years later both return to Lagos. A novel about race, identity, and immigration spanning Nigeria, America, and Britain.",Wikipedia,2
OL:OL697431W,Wise Children,Angela Carter,,1991,"On their seventy-fifth birthday, retired showgirl twins Dora and Nora Chance look back over a century of their theatrical family, the illegitimate daughters of Shakespearean actor Melchior Hazard who refused to acknowledge them. A comic novel narrated by Dora that traces three generations of a stage family.",Wikipedia,2
OL:OL37832922W,We Have Always Lived in the Castle,Shirley Jackson,,1962,"Eighteen-year-old Merricat Blackwood lives in isolation with her sister Constance and ailing Uncle Julian after the rest of the family died of arsenic poisoning years earlier, shunned by the hostile village until a cousin arrives seeking the family money. A novel told by Merricat about agoraphobia, guilt, and a household under siege.",Wikipedia,2
OL:OL1888776W,The Millstone,Margaret Drabble,,1965,"Rosamund Stacey, a self-reliant young academic in 1960s London, becomes pregnant after a single encounter with a man she barely knows and decides to keep and raise the child alone. A novel about unmarried motherhood, independence, and the British welfare system of the period.",Wikipedia,2
OL:OL19663905W,Commonwealth,Ann Patchett,,2016,"When Bert Cousins kisses Beverly Keating at a christening party in 1960s Los Angeles, two marriages break apart and reform into one blended family, whose six children spend uneasy summers together over the following fifty years. A novel that moves back and forth in time to trace how a single act reshapes two families.",Wikipedia,2
OL:OL24314402W,Matrix,Lauren Groff,,2021,"Cast out of the royal court at seventeen, Marie de France is sent to run a poor, disease-ridden English abbey, where over decades she transforms it into a powerful, self-sufficient community of nuns guided by her visions. A historical novel imagining the life of the medieval poet as a prioress.",Wikipedia,2
OL:OL3991459W,The Bone People,Keri Hulme,,1984,"On the coast of New Zealand's South Island, the reclusive artist Kerewin Holmes is drawn into the lives of Joe Gillayley and his mute foster son Simon, a bond that exposes love, violence, and Māori heritage. A novel blending English and Māori that won the Booker Prize.",Wikipedia,2
OL:OL2625431W,Kafka on the Shore,Haruki Murakami,,2002,"Fifteen-year-old Kafka Tamura runs away from his Tokyo home to escape his father's prophecy, while in a parallel thread the aging Nakata, who can talk to cats, searches for something he has lost, their stories converging in a library in Shikoku. A surreal novel weaving two narratives full of dreams, metaphysics, and the supernatural.",Wikipedia,2
OL:OL1057179W,Swami and Friends,R. K. Narayan,,1935,"In the fictional South Indian town of Malgudi, schoolboy Swaminathan navigates lessons, cricket, and quarrels with friends like Rajam and Mani against the backdrop of British colonial rule. A novel about boyhood, friendship, and school life, the first book set in Malgudi.",Wikipedia,2
OL:OL37582070W,Praiseworthy,Alexis Wright,,2023,"In the town of Praiseworthy on Australia's northern coast, an Aboriginal man called Cause Man Steel pursues a scheme to herd donkeys into a transport empire against coming climate collapse, while his wife Dance dreams of China and their sons are pulled apart by assimilation and despair. A long, satirical novel about Indigenous sovereignty, colonialism, and ecological crisis.",Wikipedia,2
OL:OL2163649W,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,,1979,"Moments before Earth is demolished to make way for a hyperspace bypass, Arthur Dent is rescued by his friend Ford Prefect, an alien researcher for a galactic guidebook, and the two hitchhike across space alongside the two-headed Zaphod Beeblebrox and a depressed robot. A comic science-fiction novel that began as a radio series.",Wikipedia,2
OL:OL26435W,The Girls of Slender Means,Muriel Spark,,1963,"In a London hostel for young single women in 1945, the residents of the May of Teck Club share clothes, romances, and ambitions in the months between VE Day and VJ Day, until a fire and a hidden danger upend their lives. A short novel set against the end of the Second World War.",Wikipedia,2
OL:OL74293W,Riddley Walker,Russell Hoban,,1980,"Generations after a nuclear catastrophe, a young man named Riddley Walker comes of age in a primitive, half-literate England, narrating in a broken future dialect as he uncovers fragments of lost knowledge and a Punch-and-Judy myth. A novel written entirely in an invented degraded English.",Wikipedia,2
OL:OL3958403W,Paradise,Abdulrazak Gurnah,,1994,"Yusuf, a boy in early twentieth-century East Africa, is pawned by his indebted father to a merchant named Aziz and travels with trading caravans into the interior as German colonial power tightens its grip. A novel about servitude and coming of age on the eve of the First World War.",Wikipedia,2
OL:OL931688W,Lives of Girls and Women,Alice Munro,,1971,"Del Jordan grows up in the small Ontario town of Jubilee in the 1940s, moving through childhood, school, religion, first love, and her ambition to become a writer, observed alongside her encyclopedia-selling mother. A book of linked stories following one girl's coming of age.",Wikipedia,2
OL:OL39379W,A Room of One's Own,Virginia Woolf,,1929,"Asked to speak on women and fiction, the narrator argues through a series of reflections, including the invented figure of Shakespeare's gifted sister, that a woman needs money and a room of her own to write. An extended essay on women, literature, and the conditions of creativity.",Wikipedia,2
OL:OL107195W,The Pilgrim's Progress,John Bunyan,,1678,"Christian, burdened by sin, flees the City of Destruction and journeys toward the Celestial City, passing through the Slough of Despond, Vanity Fair, and other allegorical trials with companions like Faithful and Hopeful. A Christian allegory of the believer's spiritual journey, written partly in prison.",Wikipedia,2
OL:OL17764836W,Human Acts,Han Kang,,2014,"After a teenage boy named Dong-ho is killed during the 1980 Gwangju uprising in South Korea, a series of narrators connected to him, including the dead, survivors, and a grieving mother, recount the massacre and its long aftermath. A novel told through linked voices about state violence and its survivors.",Wikipedia,2
OL:OL21678662W,Afterlives,Abdulrazak Gurnah,,2020,"On the East African coast under German colonial rule, Ilyas returns from being conscripted as a colonial soldier while the orphaned Afiya and the young Hamza, who served in the German army, build lives shadowed by war across the first half of the twentieth century. A novel tracing ordinary lives through colonialism and its wars.",Wikipedia,2
OL:OL1875009W,Gilead,Marilynne Robinson,,2004,"In 1956 Iowa, the elderly Congregationalist minister John Ames, dying of heart disease, writes a long letter to his young son recalling his father and abolitionist grandfather and the return of his namesake, a prodigal godson. A novel in the form of one preacher's testament to his child.",Wikipedia,2
OL:OL1449782W,All Our Yesterdays,Natalia Ginzburg,,1952,"In an Italian provincial town before and during the Second World War, Anna and her siblings come of age amid family troubles, fascism, and the war, as Anna's marriage to the older Cenzo Rena draws her into the resistance and its losses. A novel about two families living through Italy's fascist era and the war.",Wikipedia,2
OL:OL1103093W,Cranford,Elizabeth Gaskell,,1853,"In the small English town of Cranford, a community of genteel, mostly unmarried older women led by Miss Matty Jenkyns manage on small incomes, guarding social proprieties through small dramas, a railway, and sudden misfortune. A series of linked sketches of provincial life narrated by a younger visitor.",Wikipedia,2
OL:OL506116W,The Adventures of Augie March,Saul Bellow,,1953,"Augie March grows up poor in Depression-era Chicago and drifts through a string of jobs, schemes, and lovers, from book theft and union work to eagle-hunting in Mexico, refusing to be pinned to any single fate. A picaresque novel narrated in exuberant first-person voice.",Wikipedia,2
OL:OL11728724W,Too Loud a Solitude,Bohumil Hrabal,,1976,"For thirty-five years Hanťa has compacted wastepaper and discarded books in a Prague cellar, secretly rescuing volumes and absorbing their learning, until a new automated press threatens his trade. A short novel narrated by a self-taught crusher of books under a repressive regime.",Wikipedia,2
OL:OL11690127W,The Memory Police,Yoko Ogawa,,1994,"On an unnamed island, objects and concepts vanish one by one and the inhabitants forget them, enforced by the Memory Police who hunt down those who still remember, while a novelist hides her editor to protect his lingering memories. A dystopian novel about memory, loss, and surveillance.",Wikipedia,2
OL:OL17370186W,A Little Life,Hanya Yanagihara,,2015,"Four college friends, Willem, JB, Malcolm, and the brilliant, damaged lawyer Jude St. Francis, build careers and lives in New York over decades, as Jude's hidden history of abuse continues to mark him. A long novel centered on trauma, friendship, and self-harm.",Wikipedia,2
OL:OL27905681W,Siddhartha,Hermann Hesse,,1922,"In ancient India, the Brahmin's son Siddhartha leaves home to seek enlightenment, passing through asceticism, sensual love with the courtesan Kamala, and wealth before finding wisdom beside a river and its ferryman. A novel about one man's spiritual search set in the time of the Buddha.",Wikipedia,2
