source,voter_name,position,book_title,book_author,year,source_url,voter_type,overall_rank,openLibraryId
Guardian Top 100,Candice Carty Williams,2,Bridget Jones's Diary,Helen Fielding,,,Author,,OL547745W
Guardian Top 100,Candice Carty Williams,3,Nightcrawling,Leila Mottley,,,Author,,OL25516127W
Guardian Top 100,Candice Carty Williams,4,Where We Come From,Oscar Casares,,,Author,,OL36045730W
Guardian Top 100,Candice Carty Williams,5,Poor,Caleb Femi,,,Author,,OL21671152W
Guardian Top 100,Candice Carty Williams,6,Nineteen Eighty-Four,George Orwell,1949,,Author,16.0,OL1168083W
Guardian Top 100,Candice Carty Williams,7,The Metamorphosis,Franz Kafka,1915,,Author,48.0,OL498556W
Guardian Top 100,Candice Carty Williams,8,Noughts & Crosses,Malorie Blackman,,,Author,,OL4126109W
Guardian Top 100,Candice Carty Williams,9,Beloved,Toni Morrison,1987,,Author,2.0,OL50548W
Guardian Top 100,Candice Carty Williams,10,Sister Outsider,Audre Lorde,,,Author,,OL2191789W
Guardian Top 100,M. John Harrison,1,House on the Borderland,William Hope Hodgson,,,Author,,OL36270985W
Guardian Top 100,M. John Harrison,2,Jacob's Room,Virginia Woolf,1922,,Author,90.0,OL39329W
Guardian Top 100,M. John Harrison,3,"Good Morning, Midnight",Jean Rhys,,,Author,,OL1858631W
Guardian Top 100,M. John Harrison,4,The Journal of Albion Moonlight,Kenneth Patchen,,,Author,,OL11294796W
Guardian Top 100,M. John Harrison,5,The Spider's House,Paul Bowles,,,Author,,OL2066160W
Guardian Top 100,M. John Harrison,6,Who Was Changed and Who Was Dead,Barbara Comyns,,,Author,,OL26414465W
Guardian Top 100,M. John Harrison,7,The Unicorn,Iris Murdoch,,,Author,,OL1326349W
Guardian Top 100,M. John Harrison,8,Europe After the Rain,Alan Burns,,,Author,,OL7171684W
Guardian Top 100,M. John Harrison,9,Never Let Me Go,Kazuo Ishiguro,2005,,Author,59.0,OL59038W
Guardian Top 100,M. John Harrison,10,After Sappho,Selby Wynn Schwartz,,,Author,,OL27820956W
Guardian Top 100,Yagnishsing Dawoor,1,One Hundred Years of Solitude,Gabriel García Márquez,1967,,,17.0,OL274505W
Guardian Top 100,Yagnishsing Dawoor,2,Midnight's Children,Salman Rushdie,1981,,,23.0,OL457179W
Guardian Top 100,Yagnishsing Dawoor,3,Beloved,Toni Morrison,1987,,,2.0,OL50548W
Guardian Top 100,Yagnishsing Dawoor,4,The God of Small Things,Arundhati Roy,1997,,,32.0,OL1052133W
Guardian Top 100,Yagnishsing Dawoor,5,Waiting for the Barbarians,J. M. Coetzee,,,,,OL500388W
Guardian Top 100,Yagnishsing Dawoor,6,Half of a Yellow Sun,Chimamanda Ngozi Adichie,2006,,,62.0,OL5731542W
Guardian Top 100,Yagnishsing Dawoor,7,White Teeth,Zadie Smith,2000,,,63.0,OL481143W
Guardian Top 100,Yagnishsing Dawoor,8,Paradise,Abdulrazak Gurnah,,,,,OL3958403W
Guardian Top 100,Yagnishsing Dawoor,9,The Remains of the Day,Kazuo Ishiguro,1989,,,24.0,OL59048W
Guardian Top 100,Yagnishsing Dawoor,10,Septology,Jon Fosse,,,,,OL27871634W
Guardian Top 100,Lorrie Moore,1,A Flag for Sunrise,Robert Stone,,,Author,,OL55221W
Guardian Top 100,Lorrie Moore,2,Light in August,William Faulkner,,,Author,,OL82931W
Guardian Top 100,Lorrie Moore,3,Lives of Girls and Women,Alice Munro,,,Author,,OL931688W
Guardian Top 100,Lorrie Moore,4,Beloved,Toni Morrison,1987,,Author,2.0,OL50548W
Guardian Top 100,Lorrie Moore,5,The Child in Time,Ian McEwan,,,Author,,OL1855887W
Guardian Top 100,Lorrie Moore,6,The Remains of the Day,Kazuo Ishiguro,1989,,Author,24.0,OL59048W
Guardian Top 100,Lorrie Moore,7,The Decameron of Boccaccio,Giovanni Boccaccio,,,Author,,OL7180368W
Guardian Top 100,Lorrie Moore,8,Middlemarch,George Eliot,1871,,Author,1.0,OL29850902W
Guardian Top 100,Lorrie Moore,9,Emma,Jane Austen,1815,,Author,13.0,OL20595207M
Guardian Top 100,Lorrie Moore,10,Washington Square,Henry James,,,Author,,OL40690787W
Guardian Top 100,Michael Chabon,1,Moby-Dick,Herman Melville,1851,,Author,15.0,OL102749W
Guardian Top 100,Michael Chabon,2,Orlando,Virginia Woolf,1928,,Author,54.0,OL39360W
Guardian Top 100,Michael Chabon,3,Love in the Time of Cholera,Gabriel García Márquez,,,Author,,OL274518W
Guardian Top 100,Michael Chabon,4,Pride and Prejudice,Jane Austen,1710,,Author,9.0,OL66554W
Guardian Top 100,Michael Chabon,5,The Golden Bowl,Henry James,1904,,Author,52.0,OL276338W
Guardian Top 100,Michael Chabon,6,Gravity's Rainbow,Thomas Pynchon,,,Author,,OL2636675W
Guardian Top 100,Michael Chabon,7,"So Long, See You Tomorrow",William Maxwell,,,Author,,OL1503886W
Guardian Top 100,Michael Chabon,8,The Lord of the Rings,J.R.R. Tolkien,,,Author,,OL27448W
Guardian Top 100,Michael Chabon,9,Aubrey-Maturin Series,Patrick O'Brian,,,Author,,OL25687457W
Guardian Top 100,Michael Chabon,10,The Left Hand of Darkness,Ursula K Le Guin,1969,,Author,89.0,OL59800W
Guardian Top 100,Claire Armitstead,1,War and Peace,Leo Tolstoy,1869,,,7.0,OL36765642W
Guardian Top 100,Claire Armitstead,2,Emma,Jane Austen,1815,,,13.0,OL66513W
Guardian Top 100,Claire Armitstead,3,One Hundred Years of Solitude,Gabriel García Márquez,1967,,,17.0,OL274505W
Guardian Top 100,Claire Armitstead,4,Ulysses,James Joyce,1914,,,3.0,OL86318W
Guardian Top 100,Claire Armitstead,5,The Color Purple,Alice Walker,1982,,,65.0,OL273644W
Guardian Top 100,Claire Armitstead,6,Things Fall Apart,Chinua Achebe,1958,,,22.0,OL891786W
Guardian Top 100,Claire Armitstead,7,Don Quixote,Miguel de Cervantes,1605/15,,,26.0,OL503666W
Guardian Top 100,Claire Armitstead,8,Middlemarch,George Eliot,1871,,,1.0,OL25411286W
Guardian Top 100,Claire Armitstead,9,Jane Eyre,Charlotte Brontë,1847,,,8.0,OL1095427W
Guardian Top 100,Claire Armitstead,10,Moby-Dick,Herman Melville,1851,,,15.0,OL102749W
Guardian Top 100,Jacqueline Rose,1,In Search of Lost Time,Marcel Proust,1913-27,,Author/Academic,5.0,OL1190289W
Guardian Top 100,Jacqueline Rose,2,Daniel Deronda,George Eliot,,,Author/Academic,,OL20933W
Guardian Top 100,Jacqueline Rose,3,Ulysses,James Joyce,1914,,Author/Academic,3.0,OL86318W
Guardian Top 100,Jacqueline Rose,4,Beloved,Toni Morrison,1987,,Author/Academic,2.0,OL50548W
Guardian Top 100,Jacqueline Rose,5,The Golden Bowl,Henry James,1904,,Author/Academic,52.0,OL26099415W
Guardian Top 100,Jacqueline Rose,6,The Waves,Virginia Woolf,1931,,Author/Academic,55.0,OL39316W
Guardian Top 100,Jacqueline Rose,7,A Girl Is a Half-Formed Thing,Eimear McBride,,,Author/Academic,,OL20494708W
Guardian Top 100,Jacqueline Rose,8,Milkman,Anna Burns,,,Author/Academic,,OL19344016W
Guardian Top 100,Jacqueline Rose,9,Their Eyes Were Watching God,Zora Neale Hurston,1937,,Author/Academic,39.0,OL27778127W
Guardian Top 100,Jacqueline Rose,10,A Question of Power,Bessie Head,,,Author/Academic,,OL2527681W
Guardian Top 100,Yiyun Li,1,Middlemarch,George Eliot,1871,,Author/Academic,1.0,OL20867W
Guardian Top 100,Yiyun Li,2,Persuasion,Jane Austen,1817,,Author/Academic,18.0,OL66544W
Guardian Top 100,Yiyun Li,3,Moby-Dick,Herman Melville,1851,,Author/Academic,15.0,OL102749W
Guardian Top 100,Yiyun Li,4,War and Peace,Leo Tolstoy,1869,,Author/Academic,7.0,OL36765642W
Guardian Top 100,Yiyun Li,5,To the Lighthouse,Virginia Woolf,1927,,Author/Academic,4.0,OL39396W
Guardian Top 100,Yiyun Li,6,A Farewell to Arms,Ernest Hemingway,1929,,Author/Academic,83.0,OL63072W
Guardian Top 100,Yiyun Li,7,The Story of Lucy Gault,William Trevor,,,Author/Academic,,OL1863366W
Guardian Top 100,Yiyun Li,8,The Transit of Venus,Shirley Hazzard,1980,,Author/Academic,53.0,OL103066W
Guardian Top 100,Yiyun Li,9,Housekeeping,Marilynne Robinson,1980,,Author/Academic,43.0,OL1875010W
Guardian Top 100,Yiyun Li,10,White Teeth,Zadie Smith,2000,,Author/Academic,63.0,OL481143W
Guardian Top 100,Lucas Rijneveld,1,Frankenstein,Mary Shelley,1818,,Author,30.0,OL28730972W
Guardian Top 100,Lucas Rijneveld,2,Slaughterhouse-Five,Kurt Vonnegut,,,Author,,OL98459W
Guardian Top 100,Lucas Rijneveld,3,Grief Is the Thing With Feathers,Max Porter,,,Author,,OL20032791W
Guardian Top 100,Lucas Rijneveld,4,The Hobbit,J.R.R. Tolkien,,,Author,,OL27482W
Guardian Top 100,Lucas Rijneveld,5,Lolita,Vladimir Nabokov,1955,,Author,25.0,OL627084W
Guardian Top 100,Lucas Rijneveld,6,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,,,Author,,OL17351965W
Guardian Top 100,Lucas Rijneveld,7,The Fall of the House of Usher,Edgar Allan Poe,,,Author,,OL41078W
Guardian Top 100,Lucas Rijneveld,8,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,,Author,,OL27411628W
Guardian Top 100,Lucas Rijneveld,9,Bear,Marian Engel,,,Author,,OL5280446W
Guardian Top 100,Lucas Rijneveld,10,On Earth We're Briefly Gorgeous,Ocean Vuong,,,Author,,OL20783698W
Guardian Top 100,Colum McCann,1,Ulysses,James Joyce,1914,,Author,3.0,OL86318W
Guardian Top 100,Colum McCann,2,Proxopera,Benedict Kiely,,,Author,,OL1259171W
Guardian Top 100,Colum McCann,3,At Swim-Two-Birds,Flann O'Brien,,,Author,,OL2005224W
Guardian Top 100,Colum McCann,4,Song of Solomon,Toni Morrison,1977,,Author,40.0,OL50564W
Guardian Top 100,Colum McCann,5,Coming Through Slaughter,Michael Ondaatje,,,Author,,OL12104489W
Guardian Top 100,Colum McCann,6,The Life and Opinions of Tristram Shandy,Laurence Sterne,,,Author,19.0,OL32013322W
Guardian Top 100,Colum McCann,7,Nineteen Eighty-Four,George Orwell,1949,,Author,16.0,OL1168083W
Guardian Top 100,Colum McCann,8,The Grapes of Wrath,John Steinbeck,,,Author,,OL23205W
Guardian Top 100,Colum McCann,9,Ragtime,EL Doctorow,1975,,Author,88.0,OL55239W
Guardian Top 100,Colum McCann,10,A Room of One's Own,Virginia Woolf,,,Author,,OL39379W
Guardian Top 100,Jeet Thayil,1,Rig Veda,Anonymous,,,Author,,OL24364471W
Guardian Top 100,Jeet Thayil,2,The Divine Comedy,Dante Alighieri,,,Author,,OL93082W
Guardian Top 100,Jeet Thayil,3,Ulysses,James Joyce,1914,,Author,3.0,OL86318W
Guardian Top 100,Jeet Thayil,4,One Hundred Years of Solitude,Gabriel García Márquez,1967,,Author,17.0,OL274505W
Guardian Top 100,Jeet Thayil,5,2666,Roberto Bolaño,,,Author,,OL712025W
Guardian Top 100,Jeet Thayil,6,Pale Fire,Vladimir Nabokov,1962,,Author,29.0,OL627081W
Guardian Top 100,Jeet Thayil,7,Midnight's Children,Salman Rushdie,1981,,Author,23.0,OL457179W
Guardian Top 100,Jeet Thayil,8,White Teeth,Zadie Smith,2000,,Author,63.0,OL481143W
Guardian Top 100,Jeet Thayil,9,All About H. Hatterr,G. V. Desani,,,Author,,OL63250W
Guardian Top 100,Jeet Thayil,10,Silent Spring,Rachel Carson,,,Author,,OL1884862W
Guardian Top 100,Derek Owusu,1,Invisible Man,Ralph Ellison,1952,,Author,37.0,OL495470W
Guardian Top 100,Derek Owusu,2,The Real Life of Sebastian Knight,Vladimir Nabokov,,,Author,,OL627069W
Guardian Top 100,Derek Owusu,3,The Great Gatsby,F Scott Fitzgerald,1925,,Author,11.0,OL468431W
Guardian Top 100,Derek Owusu,4,Go Tell It on the Mountain,James Baldwin,1953,,Author,79.0,OL228705W
Guardian Top 100,Derek Owusu,5,Things Fall Apart,Chinua Achebe,1958,,Author,22.0,OL891786W
Guardian Top 100,Derek Owusu,6,White Teeth,Zadie Smith,2000,,Author,63.0,OL481143W
Guardian Top 100,Derek Owusu,7,Heart of Darkness,Joseph Conrad,1899,,Author,41.0,OL38663W
Guardian Top 100,Derek Owusu,8,The Grass Is Singing,Doris Lessing,,,Author,,OL31256W
Guardian Top 100,Derek Owusu,9,The Coming Bad Days,Sarah Bernstein,,,Author,,OL33658345W
Guardian Top 100,Derek Owusu,10,Kafka on the Shore,Haruki Murakami,,,Author,,OL2625431W
Guardian Top 100,Douglas Stuart,1,Beloved,Toni Morrison,1987,,Author,2.0,OL50548W
Guardian Top 100,Douglas Stuart,2,Jude the Obscure,Thomas Hardy,1895,,Author,70.0,OL44986W
Guardian Top 100,Douglas Stuart,3,The Brothers Karamazov,Fyodor Dostoyevsky,1879-80,,Author,28.0,OL39092709W
Guardian Top 100,Douglas Stuart,4,Disgrace,JM Coetzee,1999,,Author,58.0,OL500451W
Guardian Top 100,Douglas Stuart,5,A Kestrel for a Knave,Barry Hines,,,Author,,OL863837W
Guardian Top 100,Douglas Stuart,6,The Line of Beauty,Alan Hollinghurst,2004,,Author,87.0,OL1993508W
Guardian Top 100,Douglas Stuart,7,Trainspotting,Irvine Welsh,,,Author,,OL816259W
Guardian Top 100,Douglas Stuart,8,My Brilliant Friend,Elena Ferrante,2011,,Author,51.0,OL16520879W
Guardian Top 100,Douglas Stuart,9,"How Late It Was, How Late",James Kelman,,,Author,,OL60988W
Guardian Top 100,Douglas Stuart,10,Lolita,Vladimir Nabokov,1955,,Author,25.0,OL627084W
Guardian Top 100,Joe Dunthorne,1,The Rings of Saturn,WG Sebald,1995,,Author,61.0,OL46611W
Guardian Top 100,Joe Dunthorne,2,Blood Meridian,Cormac McCarthy,1985,,Author,68.0,OL40879W
Guardian Top 100,Joe Dunthorne,3,Housekeeping,Marilynne Robinson,1980,,Author,43.0,OL1875010W
Guardian Top 100,Joe Dunthorne,4,White Noise,Don DeLillo,,,Author,,OL1921196W
Guardian Top 100,Joe Dunthorne,5,Two Serious Ladies,Jane Bowles,,,Author,,OL120601W
Guardian Top 100,Joe Dunthorne,6,The Talented Mr Ripley,Patricia Highsmith,1955,,Author,84.0,OL59434W
Guardian Top 100,Joe Dunthorne,7,Ragtime,EL Doctorow,1975,,Author,88.0,OL55239W
Guardian Top 100,Joe Dunthorne,8,The Remains of the Day,Kazuo Ishiguro,1989,,Author,24.0,OL59048W
Guardian Top 100,Joe Dunthorne,9,True History of the Kelly Gang,Peter Carey,,,Author,,OL1707638W
Guardian Top 100,Joe Dunthorne,10,The Third Policeman,Flann O'Brien,,,Author,,OL2005223W
Guardian Top 100,Sarah Bakewell,1,The Magic Mountain,Thomas Mann,1924,,Author,42.0,OL14866824W
Guardian Top 100,Sarah Bakewell,2,In Search of Lost Time,Marcel Proust,1913-27,,Author,5.0,OL1190289W
Guardian Top 100,Sarah Bakewell,3,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,1759,,Author,19.0,OL679230W
Guardian Top 100,Sarah Bakewell,4,War and Peace,Leo Tolstoy,1869,,Author,7.0,OL36765642W
Guardian Top 100,Sarah Bakewell,5,Life and Fate,Vasily Grossman,1980,,Author,91.0,OL157104W
Guardian Top 100,Sarah Bakewell,6,Nineteen Eighty-Four,George Orwell,1949,,Author,16.0,OL1168083W
Guardian Top 100,Sarah Bakewell,7,Alice's Adventures in Wonderland,Lewis Carroll,,,Author,,OL151411W
Guardian Top 100,Sarah Bakewell,8,Middlemarch,George Eliot,1871,,Author,1.0,OL25411286W
Guardian Top 100,Sarah Bakewell,9,Howards End,EM Forster,1910,,Author,60.0,OL88881W
Guardian Top 100,Sarah Bakewell,10,The Gormenghast Novels,Mervyn Peake,,,Author,,OL2916988W
Guardian Top 100,Kate Mosse,1,Wuthering Heights,Emily Brontë,1847,,Author,20.0,OL21177W
Guardian Top 100,Kate Mosse,2,Sleeping Murder,Agatha Christie,,,Author,,OL472250W
Guardian Top 100,Kate Mosse,3,The Bluest Eye,Toni Morrison,1970,,Author,75.0,OL50565W
Guardian Top 100,Kate Mosse,4,Demon Copperhead,Barbara Kingsolver,,,Author,,OL27052926W
Guardian Top 100,Kate Mosse,5,The Turn of the Screw,Henry James,1898,,Author,86.0,OL276386W
Guardian Top 100,Kate Mosse,6,The Tale of Genji,Murasaki Shikibu,,,Author,,OL2564006W
Guardian Top 100,Kate Mosse,7,The Street,Ann Petry,,,Author,,OL48197W
Guardian Top 100,Kate Mosse,8,The Amazing Mr Blunden,Antonia Barber,,,Author,,OL465059W
Guardian Top 100,Kate Mosse,9,The Pilgrim's Progress,John Bunyan,,,Author,,OL107195W
Guardian Top 100,Kate Mosse,10,Frankenstein,Mary Shelley,1818,,Author,30.0,OL26860869W
Guardian Top 100,Philippe Sands,1,Soldiers of Salamis,Javier Cercas,,,Academic,,OL1647068W
Guardian Top 100,Philippe Sands,2,The Trial,Franz Kafka,1925,,Academic,27.0,OL498463W
Guardian Top 100,Philippe Sands,3,Human Acts,Han Kang,,,Academic,,OL17764836W
Guardian Top 100,Philippe Sands,4,Life and Fate,Vasily Grossman,1980,,Academic,91.0,OL157104W
Guardian Top 100,Philippe Sands,5,By Night in Chile,Roberto Bolaño,,,Academic,,OL712021W
Guardian Top 100,Philippe Sands,6,Commonwealth,Ann Patchett,,,Academic,,OL19663905W
Guardian Top 100,Philippe Sands,7,The Master and Margarita,Mikhail Bulgakov,1966-67,,Academic,66.0,OL676009W
Guardian Top 100,Philippe Sands,8,The Man Who Planted Trees,Jean Giono,,,Academic,,OL14861980W
Guardian Top 100,Philippe Sands,9,Afterlives,Abdulrazak Gurnah,,,Academic,,OL21678662W
Guardian Top 100,Philippe Sands,10,The Line of Beauty,Alan Hollinghurst,2004,,Academic,87.0,OL1993508W
Guardian Top 100,Katherine Rundell,1,Emma,Jane Austen,1815,,Author,13.0,OL66513W
Guardian Top 100,Katherine Rundell,2,Middlemarch,George Eliot,1871,,Author,1.0,OL25411286W
Guardian Top 100,Katherine Rundell,3,Frankenstein,Mary Shelley,1818,,Author,30.0,OL450063W
Guardian Top 100,Katherine Rundell,4,Beloved,Toni Morrison,1987,,Author,2.0,OL50548W
Guardian Top 100,Katherine Rundell,5,Gilead,Marilynne Robinson,,,Author,,OL1875009W
Guardian Top 100,Katherine Rundell,6,Alice's Adventures in Wonderland,Lewis Carroll,,,Author,,OL151411W
Guardian Top 100,Katherine Rundell,7,The Brothers Karamazov,Fyodor Dostoyevsky,1879-80,,Author,28.0,OL28570167W
Guardian Top 100,Katherine Rundell,8,Wolf Hall,Hilary Mantel,2009,,Author,34.0,OL464512W
Guardian Top 100,Katherine Rundell,9,Moominland Midwinter,Tove Jansson,,,Author,,OL2196005W
Guardian Top 100,Katherine Rundell,10,The Count of Monte Cristo,Alexandre Dumas,,,Author,,OL43161739W
Guardian Top 100,Natasha Walter,1,The Years,Annie Ernaux,,,Author/Journalist,,OL102389W
Guardian Top 100,Natasha Walter,2,Beloved,Toni Morrison,1987,,Author/Journalist,2.0,OL50548W
Guardian Top 100,Natasha Walter,3,War and Peace,Leo Tolstoy,1869,,Author/Journalist,7.0,OL36765642W
Guardian Top 100,Natasha Walter,4,All Our Yesterdays,Natalia Ginzburg,,,Author/Journalist,,OL1449782W
Guardian Top 100,Natasha Walter,5,Things Fall Apart,Chinua Achebe,1958,,Author/Journalist,22.0,OL891786W
Guardian Top 100,Natasha Walter,6,To the Lighthouse,Virginia Woolf,1927,,Author/Journalist,4.0,OL39396W
Guardian Top 100,Natasha Walter,7,My Brilliant Friend,Elena Ferrante,2011,,Author/Journalist,51.0,OL16520879W
Guardian Top 100,Natasha Walter,8,Nervous Conditions,Tsitsi Dangarembga,1988,,Author/Journalist,74.0,OL17661158W
Guardian Top 100,Natasha Walter,9,The Golden Notebook,Doris Lessing,1962,,Author/Journalist,45.0,OL31259W
Guardian Top 100,Natasha Walter,10,Sons and Lovers,D. H. Lawrence,,,Author/Journalist,,OL81295W
Guardian Top 100,Kevin Power,1,Ulysses,James Joyce,1914,,,3.0,OL86318W
Guardian Top 100,Kevin Power,2,Lolita,Vladimir Nabokov,1955,,,25.0,OL627084W
Guardian Top 100,Kevin Power,3,Mrs Dalloway,Virginia Woolf,1925,,,14.0,OL39349W
Guardian Top 100,Kevin Power,4,Money,Martin Amis,,,,,OL16847W
Guardian Top 100,Kevin Power,5,The Sound and the Fury,William Faulkner,1929,,,57.0,OL82870W
Guardian Top 100,Kevin Power,6,Heart of Darkness,Joseph Conrad,1899,,,41.0,OL38663W
Guardian Top 100,Kevin Power,7,Madame Bovary,Gustave Flaubert,1856,,,10.0,OL893707W
Guardian Top 100,Kevin Power,8,The Corrections,Jonathan Franzen,,,,,OL4082696W
Guardian Top 100,Kevin Power,9,Herzog,Saul Bellow,,,,,OL15859552W
Guardian Top 100,Kevin Power,10,The Portrait of a Lady,Henry James,1881,,,21.0,OL276365W
Guardian Top 100,Kathryn Hughes,1,Middlemarch,George Eliot,1871,,Academic,1.0,OL25411286W
Guardian Top 100,Kathryn Hughes,2,Jane Eyre,Charlotte Brontë,1847,,Academic,8.0,OL1095427W
Guardian Top 100,Kathryn Hughes,3,Bleak House,Charles Dickens,1852-3,,Academic,12.0,OL40513281W
Guardian Top 100,Kathryn Hughes,4,Pride and Prejudice,Jane Austen,1710,,Academic,9.0,OL66554W
Guardian Top 100,Kathryn Hughes,5,Orlando,Virginia Woolf,1928,,Academic,54.0,OL39360W
Guardian Top 100,Kathryn Hughes,6,Cranford,Elizabeth Gaskell,,,Academic,,OL1103093W
Guardian Top 100,Kathryn Hughes,7,Brideshead Revisited,Evelyn Waugh,,,Academic,,OL5721394W
Guardian Top 100,Kathryn Hughes,8,Midnight's Children,Salman Rushdie,1981,,Academic,23.0,OL457179W
Guardian Top 100,Kathryn Hughes,9,Flaubert's Parrot,Julian Barnes,,,Academic,,OL1984734W
Guardian Top 100,Kathryn Hughes,10,The Turn of the Screw,Henry James,1898,,Academic,86.0,OL276386W
Guardian Top 100,Maya Jasanoff,1,Middlemarch,George Eliot,1871,,Academic,1.0,OL25411286W
Guardian Top 100,Maya Jasanoff,2,Bleak House,Charles Dickens,1852-3,,Academic,12.0,OL14868510W
Guardian Top 100,Maya Jasanoff,3,Anna Karenina,Leo Tolstoy,1878,,Academic,6.0,OL267096W
Guardian Top 100,Maya Jasanoff,4,Buddenbrooks,Thomas Mann,1901,,Academic,81.0,OL14867081W
Guardian Top 100,Maya Jasanoff,5,Mrs Dalloway,Virginia Woolf,1925,,Academic,14.0,OL39349W
Guardian Top 100,Maya Jasanoff,6,Heart of Darkness,Joseph Conrad,1899,,Academic,41.0,OL38663W
Guardian Top 100,Maya Jasanoff,7,Sentimental Education,Gustave Flaubert,1869,,Academic,92.0,OL893802W
Guardian Top 100,Maya Jasanoff,8,A House for Mr Biswas,VS Naipaul,1961,,Academic,78.0,OL103113W
Guardian Top 100,Maya Jasanoff,9,The Adventures of Augie March,Saul Bellow,,,Academic,,OL506116W
Guardian Top 100,Maya Jasanoff,10,A Suitable Boy,Vikram Seth,,,Academic,,OL43037384W
Guardian Top 100,Sukhdev Sandhu,1,Three Men in a Boat,Jerome K. Jerome,,,Author/Academic,,OL1793164W
Guardian Top 100,Sukhdev Sandhu,2,Berlin Alexanderplatz,Alfred Döblin,,,Author/Academic,,OL1434640W
Guardian Top 100,Sukhdev Sandhu,3,Jude the Obscure,Thomas Hardy,1895,,Author/Academic,70.0,OL44986W
Guardian Top 100,Sukhdev Sandhu,4,Germinal,Émile Zola,,,Author/Academic,,OL118986W
Guardian Top 100,Sukhdev Sandhu,5,A House for Mr Biswas,VS Naipaul,1961,,Author/Academic,78.0,OL43348070W
Guardian Top 100,Sukhdev Sandhu,6,The Man Without Qualities,Robert Musil,1930-43,,Author/Academic,67.0,OL20498876W
Guardian Top 100,Sukhdev Sandhu,7,Swami and Friends,R. K. Narayan,,,Author/Academic,,OL43348053W
Guardian Top 100,Sukhdev Sandhu,8,Too Loud a Solitude,Bohumil Hrabal,,,Author/Academic,,OL25110842W
Guardian Top 100,Sukhdev Sandhu,9,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,1759,,Author/Academic,19.0,OL679230W
Guardian Top 100,Sukhdev Sandhu,10,The Fish Can Sing,Halldór Laxness,,,Author/Academic,,OL7922785W
Guardian Top 100,Lisa Tuttle,1,The Handmaid's Tale,Margaret Atwood,1985,,Author,36.0,OL675783W
Guardian Top 100,Lisa Tuttle,2,Sentimental Education,Gustave Flaubert,1869,,Author,92.0,OL893802W
Guardian Top 100,Lisa Tuttle,3,The Turn of the Screw,Henry James,1898,,Author,86.0,OL276386W
Guardian Top 100,Lisa Tuttle,4,Bleak House,Charles Dickens,1852-3,,Author,12.0,OL14868510W
Guardian Top 100,Lisa Tuttle,5,Persuasion,Jane Austen,1817,,Author,18.0,OL66544W
Guardian Top 100,Lisa Tuttle,6,Kindred,Octavia E Butler,1979,,Author,71.0,OL35616W
Guardian Top 100,Lisa Tuttle,7,Jane Eyre,Charlotte Brontë,1847,,Author,8.0,OL1095427W
Guardian Top 100,Lisa Tuttle,8,The Great Gatsby,F Scott Fitzgerald,1925,,Author,11.0,OL468431W
Guardian Top 100,Lisa Tuttle,9,The Tale of Genji,Murasaki Shikibu,,,Author,,OL2564006W
Guardian Top 100,Lisa Tuttle,10,The Golden Notebook,Doris Lessing,1962,,Author,45.0,OL31259W
Guardian Top 100,David Diop,1,Black Boy,Richard Wright,,,Academic,,OL275946W
Guardian Top 100,David Diop,2,The Trial,Franz Kafka,1925,,Academic,27.0,OL498463W
Guardian Top 100,David Diop,3,Memoirs of Hadrian,Marguerite Yourcenar,,,Academic,,OL106837W
Guardian Top 100,David Diop,4,Seasons of Anomy,Wole Soyinka,,,Academic,,OL15125374W
Guardian Top 100,David Diop,5,Allah Is Not Obliged,Ahmadou Kourouma,,,Academic,,OL661946W
Guardian Top 100,David Diop,6,A River Called Time,Mia Couto,,,Academic,,OL954635W
Guardian Top 100,David Diop,7,One Hundred Years of Solitude,Gabriel García Márquez,1967,,Academic,17.0,OL274505W
Guardian Top 100,David Diop,8,Paradise,Abdulrazak Gurnah,,,Academic,,OL3958403W
Guardian Top 100,David Diop,9,Crooked Plow,Itamar Vieira Junior,,,Academic,,OL24141556W
Guardian Top 100,David Diop,10,Tar Baby,Toni Morrison,,,Academic,,OL50557W
Guardian Top 100,Sayaka Murata,1,The Stranger,Albert Camus,,,Author,,OL1230613W
Guardian Top 100,Sayaka Murata,2,The Vegetarian,Han Kang,2007,,Author,85.0,OL17334243W
Guardian Top 100,Sayaka Murata,3,The Metamorphosis,Franz Kafka,1915,,Author,48.0,OL498556W
Guardian Top 100,Sayaka Murata,4,Record of a Night Too Brief,Kawakami Hiromi,,,Author,,OL9907660W
Guardian Top 100,Sayaka Murata,5,Never Let Me Go,Kazuo Ishiguro,2005,,Author,59.0,OL59038W
Guardian Top 100,Sayaka Murata,6,No Longer Human,Osamu Dazai,,,Author,,OL3923952W
Guardian Top 100,Sayaka Murata,7,The Memory Police,Yoko Ogawa,,,Author,,OL11690127W
Guardian Top 100,Sayaka Murata,8,Ice,Anna Kavan,,,Author,,OL11334034W
Guardian Top 100,Sayaka Murata,9,Confessions of a Mask,Yukio Mishima,,,Author,,OL1845165W
Guardian Top 100,Sayaka Murata,10,Scattered All Over the Earth,Yoko Tawada,,,Author,,OL25803691W
Guardian Top 100,Adam Thirlwell,1,War and Peace,Leo Tolstoy,1869,,Author,7.0,OL36765642W
